index,review,label,predicted_label,binary_predicted_label
29,"When I sat down in the cinema to see this I was expecting to see a sort of stylish tongue-in-cheek action film, which had been implied by the trailers. However, it very quickly became apparent that this film was trying to be more.<br /><br />Normally, I don't approve of films that try to entertain in as many ways possible. For instance, this film tries to mix action with comedy, romance, lightheartedness and gritty seriousness all at once. Most of the time this sort of approach doesn't work in films (just look at Batman Forever) but I was was pleasantly surprised to see that in this case, they pulled it off.<br /><br />The end result is a highly entertaining film that should appeal to most mature cinemagoers. (However, the weak of stomach should really be warned of one or two scenes.) Robert Carlyle and Jonny Lee Miller pull of a brilliant double act and Ken Stott does a excellent villain. This mixed in with superb costumes and a few decent action scenes makes for a very enjoyable watch.<br /><br />However, the big let-down here for me is that in having 'The Gentleman Highwayman' there was a real opportunity for some good dialogue but the script was definitely lacking in punchiness and there were few belly laughs. Okay, so the lines weren't terrible but to me it does highlight a problem with recent British films; ignoring a few notable exceptions the screenplays being written today are still relatively mediocre when compared to some of Hollywood's efforts.",0,positive,0.0
43,"This is the kind of film that everyone involved with should be embarrassed over. Poor directing, over the top acting and a plot that rambles on with no point other than to show violence. I thought when I first saw it that it would be perhaps a satire of the media and how it shows violence but it's not. I'm not sure what makes the film worse. Oliver stone does his worst directing ever. From scenes where Woody Harrelson's face morphs for no reason or Robert Downey Jr's dreadful performance as Wayne Gale who is a reporter who seems totally bonkers, this movie is simply a mess.",1,negative,1.0
48,"I've watched hundreds of kung fu movies and I've heard some good thing about this movie, so I decided to give it a try. What I saw was one of the worst displays of movie making I've ever seen.<br /><br />I can't help but feel like the director want to have every muscle guy in Hong Kong in this movie. Everyone overacts to the point of stupidity. Even Conan the Barbarian had some civility. This movie just has half-evolved men screaming in every scene and stupid women who has no self-respect. The narrator's character should've be killed for sucking so much...she really didn't deserve to live til the end. The entire movie was a melodramatic mess, with horrible acting, bad directing and bad action. They should've just rename this movie to 'The Stupid One-Armed Caveman with a Blade' Here's a question...why do some director use quick cuts for some action movies? Answer: To can hide the deficiencies of the actors. Nearly every scene was close up and quickly cut without any kind of flow. The movie tried so hard to show intensity, but it became almost laughable. Please stay away from this movie it you have any kind of taste in kung-fu movies...or any taste in movies.",1,negative,1.0
1,"I watched this movie out of a lack of anything else on at the time. Quickly the movie grabbed me with the depth of the characters and subtle plot. I was quite surprised to see that the rating given by my satellite provider did not show any stars.<br /><br />I will not give any spoilers to the plot-line or outcome but most of the characters had at least some redeeming value. Until the very last minute I did not know how it would turn out. Frequently, you can pick-up the formula and predict a story direction. I could not do that with this film.<br /><br />I would recommend this as one of the finer films of this genre.",0,positive,0.0
21,"If you haven't already seen this movie of Mary-Kate and Ashley's, then all I can say is: 'What Are You Waiting For!?'. This is yet another terrific and wonderful movie by the fraternal twins that we all know and love so much! It's fun, romantic, exciting and absolutely breath-taking (scenery-wise)! Of course; as always, Mary-Kate and Ashley are the main scenery here anyway! Would any true fan want it any other way? Of course not! Anyway; it's a great movie in every sense of the word, so if you haven't already seen it then you just have to now! I mean right now too! So what are you waiting for? I promise that you won't be disappointed! Sincerely, Rick Morris",0,positive,0.0
2,"One of the joys of picking up the recent Bela Lugosi collection is getting to see delightful movies like The Invisible Ray. Boris Karloff and Bela Lugosi team up in a movie that delves into meteorites and radiation and while the science is all perfectly absurd (especially the camera technique Karloff, as Janos Rukh, uses to determine the site of a certain meteorite) and downright laughable, I didn't care in the lease because the movie is thoroughly enjoyable. The effects are done well for the time, the acting is great, and the finish is particularly strong. It reminds me of the pulp sci-fi comics and novels of the 1940s and '50s, complete with ray guns and ridiculous science. You must watch this movie!",0,positive,0.0
62,I didn't know anything about this DVD when I hired it. Had a quick look here at the comments but decided to keep an open mind. Obviously an independent film and low budget but that didn't worry me. I will watch anything with Derick Jacobi and as always he played his part well. What a pity no one else did. I had watched 'Atonement' a few weeks ago with Vanessa Redgrave and she was sublime. In this she seemed to just turn up to read the lines. In my opinion the main mistake was in casting Vinnie Jones. To be honest I saw his picture on the DVD cover but didn't notice that he got top billing. A sticker was strategically placed over his name! It was watchable and I quite liked the Dickens story alongside present day. Maybe with a more capable actor playing the lead this might have worked better. Still it was weak.,1,positive,0.0
39,"When I refer to Malice as a film noir I am not likening it to such masterpieces as Sunset Boulevard, Double Indemnity or The Maltese Falcon, nor am I comparing director Becker to Alfred Hitchcock, Stanley Kubrick, Stanley Kramer or Luis Bunuel. I am merely registering a protest against the darkness that pervades this movie from start to finish, to the extent that most of the time you simply cannot make out what is going on. I can understand darkness in night scenes but this movie was dark even in broad daylight, for what reason I am at loss to understand. As it is, however, it wouldn't have made much difference if director Becker had filmed it in total darkness.",1,positive,0.0
35,"First off, this movie is not near complete, my guess is that someone actually bothered to steal every other page of the script.<br /><br />The movie contains bizarre time-travels without notice, inconsistent dialogs, misplaced details all over, the music isn't very bad at all, other then misplaced tracks, and besides the fact that the volume goes up and down between the different tracks. The cutting-room did a descent job actually, and that says a lot. Missplaced sound effects ruin the tension, though.<br /><br />Luke Perry does what he does best, just looking worried, and occasionally coughing up punchlines from hell.<br /><br />I seriously rate this movie as the worst of 2007, and i've seen a few bad ones. Do not spend money on this one, it's not so bad it's a laugh, it's worse. Ratings above 1 star, should render a blacklist at IMDb, because it's a damn lie.",1,negative,1.0
23,"You play as B.J. Blazkowicz, a US secret agent soldier tough guy who is sent to uncover Nazi secret and turn the tide of World War II. That means everything from breaking out of a Nazi dungeon to thwarting Hitler's war machine and even the Fuhrer himself.<br /><br />This is quite possibly the most influential game of its time. That's because it literally inspired obsession. Many games existed at the time and even more do today, but every so often you get a real grabber. This is one of them. Just like Tetris before it and more recently GTA III in 2002. Yes, Doom is better in almost every respect, but the shots heard around the world which led to one of gaming's biggest tidal waves were fired by B.J. Blazkowicz. The Space Marine, Duke Nukem, Max Payne, Serious Sam, John Mullins, JC Denton, Agent 47, Gordon Freeman and legions of others owe their existence to the guys at ID. Whether directly or, in most cases, indirectly, but they still do.<br /><br />Even with its old look, very aged graphics, super simple gameplay (this is really a game, games now border on the 'experience level') and highly rectangular levels, the scope of all six episodes provides lots of fun. Especially discovering those secrets with treasure and a chaingun in them.<br /><br />Also: 'Halt!' *bang! bang! bang!* 'AARRRGH!!!' never grows old. --- 8/10<br /><br />Voluntarily rated PC-13 for 'profound carnage.' However, it's exceptionally tame when compared to what games have today.",0,positive,0.0
53,"We all know a movie never does complete justice to the book, but this is exceptional. Important characters were cut out, Blanca and Alba were essentially mushed into the same character, most of the subplots and major elements of the main plot were eliminated. Clara's clairvoyance was extremely downplayed, making her seem like a much more shallow character than the one I got to know in the book. In the book we learn more about her powers and the important effects she had on so many people, which in turn was a key element in the life of the family. In the movie she was no more than some special lady. The relationship between Esteban and Pedro Tercero (Tercero-third-, by the way, is the son and thus comes after Segundo-second-) and its connections to that between Esteban and his grandson from Pancha García (not son, who he also did recognize) is chopped in half and its importance downplayed.<br /><br />One of the most fundamental things about the book that the film is all but stripped of: this is called 'The House of the Spirits.' Where is the house? The story of 3-4 generations of a family is supposed to revolve around the 'big house on the corner,' a line stated so many times in the novel. The house in fundamental to the story, but the movie unjustly relegates it to a mere backdrop.<br /><br />If I hadn't read the book before, I would have never guessed that such a sappy, shallow movie could be based on such a rich and entertaining novel.",1,positive,0.0
10,"The early to mid 90s were a high point, in my opinion, for the historical drama. Last of the Mohicans, Braveheart, Rob Roy - all portrayed a distinctive passion and intensity in their respective time periods.<br /><br />Rob Roy was a unique and intriguing taste of a time and place rarely represented by film. It really has everything - interesting story, great acting, remarkable dialog, and breathtaking scenery. I was particularly impressed by the apparently genuine dialog. I can imagine this is how early 18th century people spoke and behaved.<br /><br />Something else that surprised me was the vulgarity expressed by the characters. I found it to be more repulsive and shocking, albeit often more subtle, than most found in films set in modern times. The movie had a very racy and sexually charged edge to it that was unique and most likely very realistic in the context of the era.<br /><br />The pace was very tight, with hardly a dull moment. There was much intrigue and political subplots that complicated things a bit, but yet did not detract from the main storyline.<br /><br />The action was also very well done and gripping. Something that I will forever find remarkable is that during the highlight action piece in the film, there is no soundtrack whatsoever. It makes for a very tense, exciting sequence, since we have no musical cue as to the direction and resolution of the scene.<br /><br />Rob Roy will always remain high on my list of favorite films. I would recommend it to all.",0,positive,0.0
22,"Peter Coyote was the only name that I recognised from the cast list, so I wasn't too keen on watching this film. The only comment on IMDb was positive, so I watched it on late night T.V. I would recommend this movie as a good late night viewing. It's better than a lot of this genre. The plot is excellent, the acting isn't brilliant, but it's not bad. I don't usually like flashbacks but in this film they work. As I've stated, I didn't recognise any of the cast by name, but I recognised Michele Lee, who gave a decent, hard working performance, as the woman wanting to stand by her man, who is lying to her. (Was it Knots Landing?) Anyhow, she's wearing really well. Note: You may enjoy it more, if you miss the first few seconds of the credits. I did and it helped me. When you see the end credits, you'll get what I mean The Wayne Kennedy character, who is really weird, takes this to a 7 rather than a 6.",0,positive,0.0
18,"We bought the DVD set of 'Es war einmal das Leben' (German) / 'Once Upon a Time... Life' (English) for our bilingual kids because everyone loved the 'Es war einmal der Mensch' (German) / 'Once Upon a Time... Man' (English) series (us parents had seen it as kids) and it has exceeded even high expectations! The series is very well made, does not show its age, and our kids at various ages really like to watch it. At the same time, they learn things us parents didn't know until way, way later. The series covers everything to do with the human body from organs, all senses, blood, infection, antibodies, and much more in animated 20-25 min episodes. Topics some people may find 'sensible', such as digestion and reproduction are covered in a tasteful, discreet and child-friendly manner (the reproduction episode starts coverage mainly where the baby starts growing), while still (as typical) informative and fun.<br /><br />Children are usually fascinated with how their bodies work and through the episodes gain an understanding of this in the context of their environment. The format of the episodes switches between the outside world (a family with 2 children) and the inside of the body. For example, in the episode covering infections, the boy cuts himself accidentally and the wound gets infected and the episode covers how the body reacts to this. Similarly, the episodes on the senses, e.g. hearing, seeing, link what happens inside the body to the context of the outside world and the episode on respiration and circulation of oxygen in the blood covers the complete lifecycle including (briefly) where the oxygen comes from (plants).<br /><br />This is one of the best ever children's programs - I would say it's a must see for every family with kids!",0,positive,0.0
63,"This is an action Western. James Steart leads an all star cast in the scenic Northwest, which is filmed in great splendor. The scenery and costumes are great. There is action and adventure. Stewart plays a wealthy cattleman who runs afoul of a crooked government in the old Nothwest.<br /><br />The main drawback is the stereotypical cynic that Hollywood has always made into a hero. Even when this movie was made, the cynic was the stereotypical hero, and the one Stewart portrays really has few saving graces. He is kind to his two partners, and that does give him an extra dimension of credibility and likability.<br /><br />However, he is so piggish to everyone else, it is hard to really care for him, or to accept him. He is much like the one dimensional spaghetti Western characters (cut not that bad).<br /><br />Still, the minor characters are quite enjoyable. Walter Brennan, Royal Dano, Harry Morgan, and others make this worth watching.",1,positive,0.0
20,"Korean 'romance' about the owner of a camera store who is diagnosed with a fatal disease. As he goes about his daily routine and prepares for the end he becomes acquainted with a young girl who is a customer. A friendship and romance grows, eve though neither expresses any sort of affection for the other. Good film is unlike anything you are likely to see remade in America simply because the studios would insist that the 'couple' act on their feelings. He will not say anything because he doesn't have that long to live, she won't because its not the thing thats done and he is not responding as she thinks he should. Of course its much more complex than I'm making it out to be and in all honesty its the sort of thing that you should discover for yourself. Is it a great film? No, but it is a good one that will move you emotionally. The final lines of the film still haunts me: 'I always knew that love would fade like a photograph - but you will remain in my heart as you are in my last moment. Thank you and goodbye'. It may seem odd out of context but with in the context of the film it is very moving.",0,positive,0.0
7,"I'd love to see some tie-in between NightBreed, The Fury, and the X-Men Series, sort of the way the second Outer Limit's Series would tie-in particular stories and plot-lines after the fact, to create a Story Arc although one was never intended. I'd also like know if some more information - anecdotal or otherwise, exists anywhere about the relationship and/or collaboration between Clive Barker and David Cronenberg. I simply can't get my mind around the fact that David Cronenberg appeared as a mere actor in a Clive Barker film. Does any additional information on the subject actually exist? Finally, it's been 17 years since the film was released, and I had hoped there would've been a sequel by now. Does anyone out there know if there were any plans in the making that never came to fruition, or if in fact there are plans even now for a sequel?",0,positive,0.0
42,"I don't understand what is hard hitting about this movie! I don't understand why high school kids should watch this! I don't understand why this should have made me think about anything in the slightest!<br /><br />*Spoiler*<br /><br />When the un-noticed girl is on her way to commit suicide, was I the only person cheering her on? The cliché'd classical music, long tracking shots, melancholy emotion of the film by that stage had me in reversal to what was intended. I would have only been happy if she walked into the room and the entire cast was in there with her holding scissors to slit their wrists up. <br /><br />Why?<br /><br />Cause I went to high school.... and frankly im sick to death of seeing movie after movie in Australia with teenagers in it being solely based on terrible clichés. I've been waiting ages for a younger person to write a movie that im able to relate to and this stereotype driven piece of emo garbage is what I got instead. It was like a dark version of heartbreak high that needed a predictable ending. <br /><br />Why are all teenagers in Aussie dramas depressed or have really weird problems that just aren't plausibly told? <br /><br />On the plus side, this was funnier then 'Blurred'. And I needed a good laugh.",1,negative,1.0
14,I saw this last night in Fort Lauderdale. In general it was funny and I liked the characters especially Sabrina. The acting is good and the story line was OK except for the ending which left way to many strings dangling and we were like (what?) I wanted to know what happened to the characters and it was a strange ending that could have been done so much better.<br /><br />The film did portray rule life really well and we laughed throughout. It has flaws that is for sure but for a first time film for Ash Christian I thought it was good. You might want to wait for the DVD on this one. But if you get a chance to see it give it a shot,0,positive,0.0
28,"I saw a special advance screening of this today. I have to let you know, I'm not a huge fan of either Dane Cook or Steve Carell, so I really had no expectations going into this. I ended up enjoying it quite a bit.<br /><br />Dan in Real Life is the story of a widower with 3 daughters who goes to spend a weekend with his family. While at a bookstore, he meets the woman of his dreams, only to find out that she happens to be his brother's girlfriend.<br /><br />This movie is pretty well made- the soundtrack, cinematography, and acting are all top-notch, especially Steve Carell. My problem with it was mostly that there seemed to be a lack of character development, mostly with Dane Cook's character. We never really get a close look at the relationship between Dane and Steve's characters, and I felt that it could have helped a bit in showing what Dan's inner conflict about being in love with Dane's girlfriend was like. Other than this though, Dan in Real Life is definitely a solid, sweet film- definitely a nice break from all the horror and action movies we've been getting this year.",0,positive,0.0
51,"After wasting 2 hours of my life watching this movie on late night television, I went back and reread some of the IMDb material, to remind myself of why I watched it in the first place. In hindsight, the only thing that I can think of is that the genre generally appeals to me. But this movie was a total waste of effort. It fails on every level, and to see that it's described on IMDb as a comedy really leaves me at a loss. I don't recall more than a couple of chuckles. There are more laughs in any episode of Law and Order than in The Last Man. Seriously.<br /><br />Too much of the characters' interaction just didn't seem to me to have any foundation, and was therefore very unlikely/unbelievable.<br /><br />If it hadn't been for the almost-gratuitous bikini shots, well, what can I say? Avoid this movie like the plague. Or tape it and just fast forward to the bikini shots. Do not spend even $1 to rent it though.",1,negative,1.0
38,"From reading all of the comments posted here on IMDb, this movie seems to get ragged on a lot, but I didn't think it was THAT bad. I've seen much worse, actually.<br /><br />'The House Where Evil Dwells' is a ghost story about a husband and his wife, Ted and Laura Fletcher, and their daughter, Amy, who move into an old house in Japan. Little do they know, a Japanese ninja brutally murdered his wife and her lover, and then killed himself 100 years earlier with a samurai sword. As strange things happen in the house, the ghosts of the previous residents begin to possess the bodies of the living, and plan on re-enacting the bloody murder that took place 100 years back.<br /><br />I saw this movie and decided to give it a chance, from the cover it looked like a decent ghost story. It was routine, and it was corny, but I've seen worse in my day. The ghost sequences were a little over-done, we get to see the translucent blue-tinted figures randomly pop up randomly around the family, and take over their bodies. To be honest, the ghosts in this movie kind of reminded me of the ghosts in the Haunted Mansion ride at Disneyland. I may be mistaken, but after watching this, it seemed to me that the Japanese horror film 'Ju-On: The Grudge' and the American remake of that film ripped this off a little. The old Japanese home where a brutal murder took place, ghostly activity, curses put on the home, etc. But I may be wrong.<br /><br />To sum it up, this is a pretty corny ghost story. Don't go out of your way to see it, but if you like this kind of thing and it happens to come on TV you can give it a shot. 4/10.",1,positive,0.0
